title,salary,,Rating,company,,,compsize,Founded,ownership,,,Revenue,Competitors,hourly,employer_provided_salary,min_salary,max_salary,average_salary,state,same_state,senior,research_positions,engineers,scientist,manager,analyst,Seniority,below_above_salaries
data engineer,80-120 ,,4.3,Productive Edge,,,51 to 200 ,30-06-1905,Company - Private,,,$10 to $25 million (USD),3,0,0,80000,120000,100000,IL,1,0,0,1,0,0,0,none,below average
data scientist,80-130 ,,3.7,Evolve Vacation Rental,,,201 to 500 ,03-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,80000,130000,105000,CO,1,1,0,0,1,0,0,senior,above average
data engineer,59-115 ,,4.2,The Church of Jesus Christ of Latter-day Saints,,,10000+ ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,0,59000,115000,87000,UT,0,0,0,1,0,0,0,none,below average
data analyst,71-136 ,,4.3,Maximus Real Estate Partners,,,51 to 200 ,05-07-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,71000,136000,103500,CA,1,0,0,0,0,0,1,none,above average
research,81-167 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,167000,124000,PA,1,1,1,0,0,0,0,none,above average
data scientist,49-85 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,49000,85000,67000,WA,1,0,0,0,1,0,0,none,below average
data engineer,60-114 ,,3.9,AVANADE,,,10000+ ,22-06-1905,Company - Private,,,$2 to $5 billion (USD),3,0,0,60000,114000,87000,DC,0,0,0,1,0,0,0,none,below average
data scientist,71-204 ,,4.3,h2o.ai,,,201 to 500 ,03-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,71000,204000,137500,IL,0,0,0,0,1,0,0,none,above average
data scientist,75-125 ,,3.8,PatientPoint,,,201 to 500 ,09-06-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,75000,125000,100000,OH,1,0,0,0,1,0,0,none,below average
data engineer,77-136 ,,3.8,BlueCross BlueShield of Tennessee,,,5001 to 10000 ,28-04-1905,Nonprofit Organization,,,$5 to $10 billion (USD),0,0,0,77000,136000,106500,TN,1,0,0,1,0,0,0,none,above average
data scientist,74-123 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,74000,123000,98500,WA,1,1,0,0,1,0,0,none,below average
data analyst,44-78 ,,4.8,KnowBe4,,,501 to 1000 ,02-07-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,44000,78000,61000,FL,1,1,0,0,0,0,1,none,below average
other positions,65-148 ,,4.4,KSM Consulting,,,51 to 200 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,65000,148000,106500,IN,1,1,0,0,0,0,0,none,above average
data engineer,59-110 ,,3.9,Cogo Labs,,,51 to 200 ,27-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,59000,110000,84500,MA,1,0,0,1,0,0,0,none,below average
other positions,85-134 ,,3.4,Church & Dwight,,,1001 to 5000 ,19-01-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,85000,134000,109500,NJ,1,0,0,0,0,1,0,none,above average
data scientist,124-204 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,124000,204000,164000,MA,0,0,0,0,1,0,0,none,above average
data scientist,131-207 ,,3.9,Genentech,,,10000+ ,29-05-1905,Subsidiary or Business Segment,,,$10+ billion (USD),0,0,0,131000,207000,169000,CA,1,1,0,0,1,0,0,senior,above average
data scientist,110-174 ,,3.8,Juniper Networks,,,5001 to 10000 ,18-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,110000,174000,142000,CA,0,1,0,0,1,0,0,none,above average
other positions,52-101 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,52000,101000,76500,MA,0,0,0,0,0,0,0,none,below average
data scientist,81-133 ,,3.8,Legal & General America,,,501 to 1000 ,03-06-1905,Company - Private,,,$500 million to $1 billion (USD),0,0,0,81000,133000,107000,MD,1,0,0,0,1,0,0,none,above average
data scientist,132-211 ,,3.5,Western Digital,,,10000+ ,23-05-1905,Company - Public,,,$10+ billion (USD),2,0,0,132000,211000,171500,CA,1,0,0,0,1,0,0,none,above average
data scientist,73-119 ,,3.9,Health IQ,,,201 to 500 ,05-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,73000,119000,96000,TX,0,1,0,0,1,0,0,none,below average
data scientist,110-175 ,,4.2,Nuna,,,51 to 200 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,110000,175000,142500,CA,1,0,0,0,1,0,0,none,above average
data engineer,74-140 ,,4.2,The Church of Jesus Christ of Latter-day Saints,,,10000+ ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,0,74000,140000,107000,UT,0,0,0,1,0,0,0,none,above average
other positions,100-190 ,,3.5,Sunovion,,,1001 to 5000 ,02-07-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,100000,190000,145000,MA,1,1,0,0,0,0,0,none,above average
data analyst,43-80 ,,2.9,National Student Clearinghouse,,,201 to 500 ,15-06-1905,Nonprofit Organization,,,$25 to $50 million (USD),3,0,0,43000,80000,61500,VA,1,1,0,0,0,0,1,none,below average
other positions,17-24 ,,3.6,Tower Health,,,5001 to 10000 ,09-07-1905,Nonprofit Organization,,,Unknown / Non-Applicable,0,1,0,17000,24000,20500,PA,0,0,0,0,0,0,0,none,below average
data scientist,91-149 ,,2.7,State of Wisconsin Investment Board,,,51 to 200 ,04-05-1905,Government,,,$50 to $100 million (USD),0,0,0,91000,149000,120000,WI,1,0,0,0,1,0,0,none,above average
other positions,42-82 ,,4.4,Rubius Therapeutics,,,201 to 500 ,05-07-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,42000,82000,62000,MA,1,0,0,0,0,0,0,none,below average
data scientist,116-185 ,,4,Autodesk,,,5001 to 10000 ,04-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,116000,185000,150500,CA,0,1,0,0,1,0,0,none,above average
other positions,59-116 ,,4.3,OneMagnify,,,201 to 500 ,20-05-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,59000,116000,87500,MI,0,0,0,0,0,1,0,none,below average
data engineer,48-95 ,,4.2,IZEA,,,51 to 200 ,28-06-1905,Company - Public,,,$25 to $50 million (USD),2,0,0,48000,95000,71500,FL,1,0,0,1,0,0,0,none,below average
data analyst,31-72 ,,3.6,Vionic Group,,,51 to 200 ,28-06-1905,Subsidiary or Business Segment,,,$100 to $500 million (USD),0,0,0,31000,72000,51500,CA,1,0,0,0,0,0,1,none,below average
other positions,105-198 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,105000,198000,151500,CA,0,1,0,0,0,0,0,senior,above average
data analyst,55-100 ,,2.8,Dodge Data & Analytics,,,201 to 500 ,06-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,55000,100000,77500,NJ,1,1,0,0,0,0,1,none,below average
other positions,98-182 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,98000,182000,140000,MA,0,0,0,0,0,0,0,none,above average
data scientist,73-124 ,,3.3,Plymouth Rock Assurance,,,1001 to 5000 ,04-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,73000,124000,98500,NJ,0,1,0,0,1,0,0,none,below average
data scientist,200-250,,-1,CA-One Tech Cloud,,,51 to 200 ,09-07-1905,Company - Private,,,$5 to $10 million (USD),0,0,1,200000,250000,225000,CA,0,0,0,0,1,0,0,none,above average
other positions,21-34 ,,3.6,Beebe Healthcare,,,1001 to 5000 ,18-04-1905,Nonprofit Organization,,,$100 to $500 million (USD),0,1,0,21000,34000,27500,DE,1,0,0,0,0,0,0,none,below average
other positions,117-206 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,117000,206000,161500,MA,0,1,0,0,0,0,0,senior,above average
data scientist,111-183 ,,3.4,Argo Group US,,,1001 to 5000 ,01-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,111000,183000,147000,NY,0,1,0,0,1,0,0,senior,above average
data analyst,44-78 ,,4.1,Associated Electric Cooperative,,,501 to 1000 ,14-05-1905,Company - Private,,,$1 to $2 billion (USD),0,0,0,44000,78000,61000,MO,1,0,0,0,0,0,1,none,below average
research,81-159 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,159000,120000,PA,1,0,1,0,0,0,0,none,above average
other positions,83-166 ,,3.2,PennyMac,,,1001 to 5000 ,30-06-1905,Company - Public,,,$500 million to $1 billion (USD),3,0,0,83000,166000,124500,AZ,0,0,0,0,0,0,0,none,above average
data scientist,114-182 ,,3.9,Zest AI,,,51 to 200 ,01-07-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,114000,182000,148000,CA,1,1,0,0,1,0,0,none,above average
data analyst,42-76 ,,4.7,DECISIVE ANALYTICS Corporation,,,51 to 200 ,18-06-1905,Company - Private,,,$25 to $50 million (USD),2,0,0,42000,76000,59000,AL,0,0,0,0,0,0,1,none,below average
data scientist,114-179 ,,3.7,The Hanover Insurance Group,,,5001 to 10000 ,25-01-1905,Company - Public,,,$5 to $10 billion (USD),0,0,0,114000,179000,146500,MA,1,0,0,0,1,0,0,none,above average
other positions,60-123 ,,2.9,Karyopharm Therapeutics Inc.,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Company - Public,,,Unknown / Non-Applicable,0,0,0,60000,123000,91500,MA,1,0,0,0,0,0,0,none,below average
other positions,100-166 ,,3,Tempus Labs,,,501 to 1000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,100000,166000,133000,IL,1,1,0,0,0,0,0,none,above average
data scientist,108-173 ,,4.7,Recursion Pharmaceuticals,,,51 to 200 ,05-07-1905,Company - Private,,,$1 to $5 million (USD),0,0,0,108000,173000,140500,UT,1,0,0,0,1,0,0,none,above average
data engineer,48-93 ,,3.7,P2 Energy Solutions,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,0,48000,93000,70500,LA,0,0,0,1,0,0,0,none,below average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
other positions,60-127 ,,4,ClearEdge,,,51 to 200 ,24-06-1905,Company - Private,,,$5 to $10 million (USD),0,0,0,60000,127000,93500,MD,1,0,0,0,0,0,0,none,below average
other positions,90-179 ,,4.4,Rubius Therapeutics,,,201 to 500 ,05-07-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,90000,179000,134500,MA,1,1,0,0,0,0,0,none,above average
other positions,138-224 ,,3.9,Tapjoy,,,201 to 500 ,29-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,138000,224000,181000,CA,1,0,0,0,0,0,0,none,above average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
data engineer,190-220,,4.1,Credit Sesame,,,51 to 200 ,02-07-1905,Company - Private,,,$50 to $100 million (USD),3,0,0,190000,220000,205000,CA,1,0,0,1,0,0,0,none,above average
data analyst,35-62 ,,3.6,San Manuel Casino,,,1001 to 5000 ,08-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,35000,62000,48500,CA,1,0,0,0,0,0,1,none,below average
other positions,18-25 ,,4,Texas Health Huguley Hospital,,,1001 to 5000 ,30-05-1905,Hospital,,,$50 to $100 million (USD),0,1,0,18000,25000,21500,TX,0,0,0,0,0,0,0,none,below average
other positions,39-66 ,,2.4,Teasdale Latin Foods,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$100 to $500 million (USD),0,0,0,39000,66000,52500,IL,0,0,0,0,0,0,0,none,below average
research,81-167 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,167000,124000,PA,1,1,1,0,0,0,0,none,above average
other positions,42-86 ,,3.5,Central California Alliance for Health,,,501 to 1000 ,18-06-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),0,0,0,42000,86000,64000,CA,1,0,0,0,0,1,0,none,below average
data engineer,69-127 ,,3,Pilot Flying J Travel Centers LLC,,,10000+ ,11-05-1905,Company - Private,,,$10+ billion (USD),3,0,0,69000,127000,98000,TN,1,1,0,1,0,0,0,senior,below average
other positions,21-34 ,,3.6,Beebe Healthcare,,,1001 to 5000 ,18-04-1905,Nonprofit Organization,,,$100 to $500 million (USD),0,1,0,21000,34000,27500,DE,0,0,0,0,0,0,0,none,below average
other positions,40-68 ,,3.3,Palermo's Pizza,,,501 to 1000 ,17-05-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,40000,68000,54000,WI,1,0,0,0,0,0,0,none,below average
other positions,49-113 ,,2.7,Advanced BioScience Laboratories,,,201 to 500 ,14-05-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,49000,113000,81000,MD,1,0,0,0,0,0,0,none,below average
data engineer,75-140 ,,3.4,Echo Global Logistics,,,1001 to 5000 ,27-06-1905,Company - Public,,,$2 to $5 billion (USD),3,0,0,75000,140000,107500,IL,1,1,0,1,0,0,0,senior,above average
data scientist,86-139 ,,3.8,Truckstop.com,,,501 to 1000 ,17-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,86000,139000,112500,IL,0,0,0,0,1,0,0,none,above average
data scientist,66-112 ,,3.7,Lockheed Martin,,,10000+ ,17-06-1905,Company - Public,,,$10+ billion (USD),3,0,0,66000,112000,89000,VA,0,0,0,0,1,0,0,none,below average
data scientist,76-125 ,,4.8,Acuity Insurance,,,1001 to 5000 ,08-04-1905,Company - Private,,,$1 to $2 billion (USD),0,0,0,76000,125000,100500,WI,1,1,1,0,1,0,0,none,below average
data analyst,44-86 ,,3.8,Fareportal,,,1001 to 5000 ,24-06-1905,Company - Private,,,$2 to $5 billion (USD),3,0,0,44000,86000,65000,NY,1,0,0,0,0,0,1,none,below average
other positions,15-25 ,,3.4,"Veterans Affairs, Veterans Health Administration",,,10000+ ,13-04-1905,Government,,,Unknown / Non-Applicable,0,1,0,15000,25000,20000,LA,0,0,0,0,0,0,0,none,below average
data scientist,53-92 ,,4.3,Credera,,,201 to 500 ,21-06-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,0,0,0,53000,92000,72500,TX,1,0,0,0,1,0,0,none,below average
data analyst,44-78 ,,4.8,KnowBe4,,,501 to 1000 ,02-07-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,44000,78000,61000,FL,1,1,0,0,0,0,1,none,below average
other positions,85-134 ,,3.4,Church & Dwight,,,1001 to 5000 ,19-01-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,85000,134000,109500,NJ,1,0,0,0,0,1,0,none,above average
data engineer,59-110 ,,3.9,Cogo Labs,,,51 to 200 ,27-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,59000,110000,84500,MA,1,0,0,1,0,0,0,none,below average
data scientist,64-111 ,,3.4,Spectrum Communications and Consulting,,,51 to 200 ,14-06-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,64000,111000,87500,IL,1,0,0,0,1,0,0,none,below average
data analyst,65-120 ,,3.1,NCSOFT,,,1001 to 5000 ,19-06-1905,Company - Public,,,$10+ billion (USD),3,0,0,65000,120000,92500,CA,0,0,0,0,0,0,1,none,below average
data scientist,60-103 ,,3.2,MITRE,,,5001 to 10000 ,11-05-1905,Nonprofit Organization,,,$1 to $2 billion (USD),3,0,0,60000,103000,81500,VA,0,0,0,0,1,0,0,none,below average
data analyst,53-105 ,,4.3,"Dayton Freight Lines, Inc.",,,1001 to 5000 ,03-06-1905,Company - Private,,,Unknown / Non-Applicable,2,0,0,53000,105000,79000,OH,1,0,0,0,0,0,1,none,below average
data scientist,124-204 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,124000,204000,164000,MA,0,0,0,0,1,0,0,none,above average
data scientist,131-207 ,,3.9,Genentech,,,10000+ ,29-05-1905,Subsidiary or Business Segment,,,$10+ billion (USD),0,0,0,131000,207000,169000,CA,1,1,0,0,1,0,0,senior,above average
data scientist,110-174 ,,3.8,Juniper Networks,,,5001 to 10000 ,18-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,110000,174000,142000,CA,0,1,0,0,1,0,0,none,above average
data analyst,33-62 ,,2.8,Community Action Partnership of San Luis Obispo,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,$50 to $100 million (USD),0,0,0,33000,62000,47500,CA,0,0,0,0,0,0,1,none,below average
other positions,52-101 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,52000,101000,76500,MA,0,0,0,0,0,0,0,none,below average
data analyst,48-90 ,,3.4,TrueAccord,,,51 to 200 ,05-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,48000,90000,69000,CA,1,0,0,0,0,0,1,none,below average
data analyst,34-64 ,,4,DRB Systems,,,201 to 500 ,06-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,34000,64000,49000,ID,0,0,0,0,0,0,1,none,below average
data scientist,132-211 ,,3.5,Western Digital,,,10000+ ,23-05-1905,Company - Public,,,$10+ billion (USD),2,0,0,132000,211000,171500,CA,1,0,0,0,1,0,0,none,above average
data scientist,81-133 ,,3.8,Legal & General America,,,501 to 1000 ,03-06-1905,Company - Private,,,$500 million to $1 billion (USD),0,0,0,81000,133000,107000,MD,1,0,0,0,1,0,0,none,above average
data analyst,42-76 ,,3.7,Corcentric,,,201 to 500 ,18-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,42000,76000,59000,NJ,1,0,0,0,0,0,1,none,below average
data scientist,66-111 ,,3.5,U.Group,,,201 to 500 ,11-07-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,66000,111000,88500,IN,0,0,0,0,1,0,0,none,below average
data engineer,74-140 ,,4.2,The Church of Jesus Christ of Latter-day Saints,,,10000+ ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,0,74000,140000,107000,UT,0,0,0,1,0,0,0,none,above average
data scientist,63-110 ,,4,Pfizer,,,10000+ ,22-01-1905,Company - Public,,,$10+ billion (USD),0,0,0,63000,110000,86500,MA,0,0,0,0,1,0,0,none,below average
data scientist,63-105 ,,4.3,SMC 3,,,51 to 200 ,18-04-1905,Nonprofit Organization,,,$10 to $25 million (USD),0,0,0,63000,105000,84000,KY,0,0,0,0,1,0,0,none,below average
other positions,91-138 ,,4.7,Systems Evolution Inc.,,,201 to 500 ,14-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,91000,138000,114500,NY,0,0,0,0,0,0,0,none,above average
other positions,100-190 ,,3.5,Sunovion,,,1001 to 5000 ,02-07-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,100000,190000,145000,MA,1,1,0,0,0,0,0,none,above average
data engineer,62-114 ,,4.4,Eventbrite,,,1001 to 5000 ,28-06-1905,Company - Public,,,$100 to $500 million (USD),3,0,0,62000,114000,88000,TN,0,0,0,1,0,0,0,none,below average
data engineer,71-129 ,,4.1,Centro,,,501 to 1000 ,23-06-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,71000,129000,100000,IL,1,0,0,1,0,0,0,none,below average
data analyst,43-80 ,,2.9,National Student Clearinghouse,,,201 to 500 ,15-06-1905,Nonprofit Organization,,,$25 to $50 million (USD),3,0,0,43000,80000,61500,VA,1,1,0,0,0,0,1,none,below average
data scientist,74-119 ,,2.5,comScore,,,1001 to 5000 ,21-06-1905,Company - Public,,,$1 to $2 billion (USD),3,0,0,74000,119000,96500,OR,0,0,0,0,1,0,0,none,below average
data analyst,55-97 ,,4.2,SullivanCotter,,,201 to 500 ,14-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,55000,97000,76000,MN,0,0,0,0,0,0,1,none,below average
data scientist,15-16,,3.9,NPD,,,1001 to 5000 ,19-05-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,15000,16000,15500,NY,1,0,0,0,1,0,0,none,below average
data scientist,61-106 ,,4.3,Bakery Agency,,,1 to 50 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,61000,106000,83500,TX,1,0,0,0,1,0,0,none,below average
data scientist,91-149 ,,2.7,State of Wisconsin Investment Board,,,51 to 200 ,04-05-1905,Government,,,$50 to $100 million (USD),0,0,0,91000,149000,120000,WI,1,0,0,0,1,0,0,none,above average
data scientist,127-199 ,,3.9,Genentech,,,10000+ ,29-05-1905,Subsidiary or Business Segment,,,$10+ billion (USD),0,0,0,127000,199000,163000,CA,1,0,0,0,1,0,0,none,above average
data analyst,74-126 ,,3.4,Blue Cross & Blue Shield of Rhode Island,,,501 to 1000 ,22-04-1905,Nonprofit Organization,,,Unknown / Non-Applicable,1,0,0,74000,126000,100000,RI,1,0,0,0,0,0,1,none,below average
research,33-72 ,,3.8,Boys Town,,,1001 to 5000 ,31-03-1905,Nonprofit Organization,,,Unknown / Non-Applicable,3,0,0,33000,72000,52500,NE,1,0,1,0,0,0,0,none,below average
other positions,17-24 ,,3.6,Tower Health,,,5001 to 10000 ,09-07-1905,Nonprofit Organization,,,Unknown / Non-Applicable,0,1,0,17000,24000,20500,PA,0,0,0,0,0,0,0,none,below average
data analyst,37-63 ,,3.3,The HSC Health Care System,,,501 to 1000 ,25-02-1905,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,0,37000,63000,50000,DC,1,0,0,0,0,0,1,none,below average
data engineer,67-119 ,,3.4,Pro-Sphere Tek,,,201 to 500 ,28-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,67000,119000,93000,TX,0,0,0,1,0,0,0,none,below average
data scientist,72-117 ,,3,Ameritas Life Insurance Corp,,,1001 to 5000 ,01-03-1905,Company - Private,,,$2 to $5 billion (USD),0,0,0,72000,117000,94500,OH,0,0,0,0,1,0,0,none,below average
data scientist,116-185 ,,4,Autodesk,,,5001 to 10000 ,04-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,116000,185000,150500,CA,0,1,0,0,1,0,0,none,above average
data scientist,78-126 ,,3.7,Genworth,,,1001 to 5000 ,26-06-1905,Company - Public,,,$5 to $10 billion (USD),3,0,0,78000,126000,102000,NC,0,0,0,0,1,0,0,none,above average
other positions,42-82 ,,4.4,Rubius Therapeutics,,,201 to 500 ,05-07-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,42000,82000,62000,MA,1,0,0,0,0,0,0,none,below average
other positions,59-116 ,,4.3,OneMagnify,,,201 to 500 ,20-05-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,59000,116000,87500,MI,0,0,0,0,0,1,0,none,below average
data scientist,63-105 ,,4,Pfizer,,,10000+ ,22-01-1905,Company - Public,,,$10+ billion (USD),0,0,0,63000,105000,84000,CT,0,0,0,0,1,0,0,none,below average
data scientist,109-177 ,,4,Novetta,,,501 to 1000 ,04-07-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,109000,177000,143000,VA,0,0,0,0,1,0,0,none,above average
data scientist,116-194 ,,3.2,"Numeric, LLC",,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$5 to $10 million (USD),0,0,0,116000,194000,155000,PA,0,1,0,0,1,0,0,senior,above average
data engineer,48-95 ,,4.2,IZEA,,,51 to 200 ,28-06-1905,Company - Public,,,$25 to $50 million (USD),2,0,0,48000,95000,71500,FL,1,0,0,1,0,0,0,none,below average
data scientist,83-133 ,,3.9,Trace Data,,,51 to 200 ,22-06-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,83000,133000,108000,CA,0,0,0,0,1,0,0,none,above average
other positions,105-198 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,105000,198000,151500,CA,0,1,0,0,0,0,0,senior,above average
data analyst,31-72 ,,3.6,Vionic Group,,,51 to 200 ,28-06-1905,Subsidiary or Business Segment,,,$100 to $500 million (USD),0,0,0,31000,72000,51500,CA,1,0,0,0,0,0,1,none,below average
other positions,98-182 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,98000,182000,140000,MA,0,0,0,0,0,0,0,none,above average
data analyst,55-100 ,,2.8,Dodge Data & Analytics,,,201 to 500 ,06-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,55000,100000,77500,NJ,1,1,0,0,0,0,1,none,below average
data analyst,45-82 ,,4.2,Clearwater Analytics,,,501 to 1000 ,26-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,45000,82000,63500,ID,1,0,0,0,0,0,1,none,below average
data scientist,83-135 ,,4,"Tekvalley, Corp.",,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Less than $1 million (USD),0,0,0,83000,135000,109000,CA,0,0,0,0,1,0,0,none,above average
data scientist,70-122 ,,3.5,BWX Technologies,,,5001 to 10000 ,23-01-1905,Company - Public,,,$500 million to $1 billion (USD),0,0,0,70000,122000,96000,TN,0,0,0,0,1,0,0,none,below average
data scientist,200-250,,-1,CA-One Tech Cloud,,,51 to 200 ,09-07-1905,Company - Private,,,$5 to $10 million (USD),0,0,1,200000,250000,225000,CA,0,0,0,0,1,0,0,none,above average
data engineer,70-132 ,,3.2,PennyMac,,,1001 to 5000 ,30-06-1905,Company - Public,,,$500 million to $1 billion (USD),3,0,0,70000,132000,101000,CA,0,0,0,1,0,0,0,none,above average
data scientist,73-124 ,,3.3,Plymouth Rock Assurance,,,1001 to 5000 ,04-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,73000,124000,98500,NJ,0,1,0,0,1,0,0,none,below average
data engineer,54-101 ,,3.9,Vermeer,,,1001 to 5000 ,01-05-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,54000,101000,77500,IA,1,0,0,1,0,0,0,none,below average
other positions,117-206 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,117000,206000,161500,MA,0,1,0,0,0,0,0,senior,above average
other positions,21-34 ,,3.6,Beebe Healthcare,,,1001 to 5000 ,18-04-1905,Nonprofit Organization,,,$100 to $500 million (USD),0,1,0,21000,34000,27500,DE,1,0,0,0,0,0,0,none,below average
data scientist,111-183 ,,3.4,Argo Group US,,,1001 to 5000 ,01-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,111000,183000,147000,NY,0,1,0,0,1,0,0,senior,above average
data scientist,68-112 ,,3.5,L&T Infotech,,,10000+ ,19-06-1905,Company - Public,,,Unknown / Non-Applicable,3,0,0,68000,112000,90000,CA,0,0,0,0,1,0,0,none,below average
data analyst,42-74 ,,4.3,OceanFirst Financial,,,501 to 1000 ,16-03-1905,Company - Public,,,$5 to $10 billion (USD),0,0,0,42000,74000,58000,NJ,0,0,0,0,0,0,1,none,below average
data analyst,44-78 ,,4.1,Associated Electric Cooperative,,,501 to 1000 ,14-05-1905,Company - Private,,,$1 to $2 billion (USD),0,0,0,44000,78000,61000,MO,1,0,0,0,0,0,1,none,below average
